customer_id,age,gender,income,location,joined_date,email,phone,total_spent,purchase_frequency,last_purchase_days,preferred_category
C0253,28,M,34047,Lake Mariah,2024-04-03,epineda@example.org,392.830.5822x66829,523,2,250,Electronics
C0254,65,F,46809,Kennedymouth,2022-09-04,gutierrezashley@example.com,3363185875,1376,3,114,Fashion
C0255,33,F,40835,West Catherine,2023-05-08,sweeneykim@example.com,959-331-1738,33,1,26,Beauty
C0256,50,F,18114,Lake Michaelmouth,2025-06-23,gomezamanda@example.net,(875)639-2543,870,2,271,Fashion
C0257,26,M,14074,Salazarland,2024-12-10,smorales@example.net,001-943-588-9676,172,2,33,Home
C0258,23,F,23303,Crystalfort,2024-03-16,wallaceaustin@example.com,+1-724-680-9016,293,3,62,Home
C0259,33,M,10857,Smithport,2022-10-06,garyhamilton@example.org,641-805-5750x3770,11,5,229,Home
C0260,46,M,25065,North Edwardstad,2024-04-21,wgrimes@example.net,754-741-8951x979,179,3,303,Fashion
C0261,20,F,20763,South Patrickmouth,2025-07-21,allentamara@example.com,001-971-810-9596,349,6,95,Home
C0262,37,M,18280,Thompsonstad,2021-05-07,nicholas50@example.net,554.972.8072x7984,20885,75,35,Fashion
C0263,53,M,11639,Osbornechester,2020-12-10,zdavis@example.net,+1-792-555-2328,28394,61,193,Electronics
C0264,36,M,27049,Fullerberg,2023-08-07,mclark@example.net,782.998.9520x31059,1309,6,76,Sports
C0265,43,M,17799,Longstad,2023-10-22,jordankaren@example.org,9929721852,55,6,249,Electronics
C0266,20,M,13794,New Javier,2023-11-08,mccoycarl@example.net,001-323-697-2692x489,722,3,83,Electronics
C0267,36,F,6982,New Latasha,2024-10-02,ireyes@example.com,635-935-1489,263,4,25,Beauty
C0268,37,M,21785,Molinaport,2024-03-09,nelsonsarah@example.org,(911)928-8270x59177,532,3,57,Fashion
C0269,49,F,44752,Wagnermouth,2020-10-13,emilymays@example.net,212-465-8843x372,150,2,32,Home
C0270,24,F,42809,West Michellehaven,2021-06-02,kestes@example.com,(670)219-2744x3668,86,5,319,Fashion
C0271,69,M,18345,Millerchester,2020-10-23,angelalang@example.org,423-970-8345x5311,87,4,12,Fashion
C0272,58,M,17311,Frymouth,2024-04-03,justin20@example.net,599.763.8392x049,36,2,319,Electronics
C0273,50,M,26569,Port Emilyburgh,2024-08-17,gdavis@example.com,979-444-2935x26120,102,0,333,Fashion
C0274,57,F,14774,Port Ronaldfurt,2021-02-26,johnsonkristin@example.org,493-732-6223x10951,545,0,92,Fashion
C0275,56,M,24852,Obrienstad,2022-10-26,shawnvaldez@example.org,430-520-3989x56873,1067,5,1,Home
C0276,35,F,29924,Rachelstad,2025-04-10,jonesedgar@example.com,(477)307-0090x050,841,6,326,Fashion
C0277,57,M,35981,Cannonside,2025-05-07,john40@example.com,001-987-508-6121x3657,577,1,136,Sports
C0278,18,F,21161,Port Sylviaview,2024-10-23,michele50@example.org,001-852-383-2397x057,58,2,196,Electronics
C0279,28,M,20303,Goodwinton,2023-01-30,richard51@example.com,560-448-3798,170,5,133,Fashion
C0280,45,M,15503,Lynnchester,2023-12-20,andersoncassandra@example.net,(668)520-6324,185,4,86,Home
C0281,42,F,15823,New Colleenhaven,2024-05-17,kristiwilliams@example.net,3273492147,143,3,295,Sports
C0282,67,F,20118,Joshuahaven,2021-09-24,sosadaniel@example.org,(948)946-3437x23262,361,2,279,Electronics
C0283,40,M,25513,Morenoside,2021-08-25,usalas@example.com,(817)465-0902,383,0,324,Home
C0284,48,F,31743,Port Jacobton,2024-06-27,harrisrebecca@example.com,001-825-998-3456x7041,220,4,180,Beauty
C0285,47,F,15974,Garciashire,2024-09-07,christopher51@example.com,217.374.1826x059,218,5,4,Electronics
C0286,59,F,40017,East Tammy,2021-08-24,yatesnicole@example.com,+1-886-608-9332x472,881,2,126,Beauty
C0287,52,F,19762,New Monique,2023-02-20,fowlerkelly@example.com,221.842.9704x628,778,3,175,Electronics
C0288,24,M,21839,East William,2025-05-23,perkinsjorge@example.net,+1-279-371-1075x0592,183,7,251,Home
C0289,33,M,16335,South Javiermouth,2024-02-10,damon19@example.com,389-473-2543,1225,5,21,Sports
C0290,43,M,8352,Mitchellside,2023-12-05,sloanjohn@example.net,+1-300-292-4427x8190,1526,3,105,Home
C0291,65,F,31370,Port Blake,2024-03-07,acollier@example.com,+1-262-814-6966x9258,197,1,66,Fashion
C0292,69,F,29576,South Erikborough,2022-03-14,lmathews@example.com,001-829-581-7419x9756,218,3,263,Electronics
C0293,66,M,19682,Lake Eric,2023-09-13,dmassey@example.org,(532)364-2106,352,4,49,Sports
C0294,19,M,22624,Scottberg,2021-07-13,mckenziestephen@example.org,370.891.1742,1416,1,16,Fashion
C0295,18,F,27075,North Chad,2021-02-01,sanchezthomas@example.com,(365)487-3097x6067,1045,3,145,Electronics
C0296,65,Other,11789,Lake Kerryshire,2020-10-18,travis34@example.com,+1-222-201-8800x31530,54,3,340,Home
C0297,29,F,17825,West Kelsey,2022-09-22,noah68@example.org,8345366276,249,4,250,Fashion
C0298,22,M,30263,South Alexa,2021-11-05,zsaunders@example.com,001-645-527-5217x016,403,1,343,Electronics
C0299,54,M,13336,East Larry,2024-07-25,nolanadrian@example.org,563-252-7001,349,2,354,Electronics
C0300,49,M,24770,North James,2021-04-19,powerschristopher@example.org,(579)564-9308,107,3,75,Electronics
C0301,26,F,12802,West Vicki,2021-04-23,angelasharp@example.com,400-276-8079x581,978,2,290,Home
C0302,58,M,26544,South Nicole,2024-01-08,icarroll@example.org,+1-249-870-9563x897,564,1,282,Home
C0303,52,F,21714,Heatherfort,2024-12-10,parrishbrian@example.org,721-473-4938,909,1,66,Fashion
C0304,36,M,11544,South Josephview,2023-09-20,joannlittle@example.com,320.718.3301,38457,67,125,Beauty
C0305,65,F,35097,Lake Toddborough,2021-09-11,tonya36@example.com,835.601.6344,689,0,319,Beauty
C0306,33,F,16418,East Timothy,2020-08-26,gfloyd@example.com,(273)278-4689x065,289,3,87,Home
C0307,20,F,15929,North Carlos,2021-05-14,karen82@example.com,348.661.9093,471,1,41,Electronics
C0308,37,M,23866,South Deniseland,2023-02-15,jacqueline85@example.com,925.245.2775,87,1,186,Home
C0309,41,M,34872,Ashleyview,2025-04-03,laurenramsey@example.net,+1-299-839-5531x27352,559,7,354,Fashion
C0310,50,M,14671,Port Donnaborough,2023-08-28,jamesjennifer@example.net,(848)431-3902,98,3,335,Home
C0311,41,F,22576,Rhondashire,2022-01-23,hoffmanemily@example.net,237-566-7529,592,2,266,Home
C0312,69,F,26147,Lake Jameschester,2020-08-20,monicacopeland@example.org,539-232-1350,130,4,271,Fashion
C0313,28,F,29063,Lake Darlenemouth,2025-08-02,awallace@example.net,612-965-1566,62,4,42,Sports
C0314,66,F,23637,West Calebport,2021-10-09,thomasdale@example.org,7834786625,90,0,93,Electronics
C0315,25,F,19018,East Jamesland,2025-08-17,nguyensamantha@example.org,001-383-216-9559,0,3,185,Home
C0316,53,M,15818,Jonstad,2022-03-11,howardgallegos@example.com,375.462.7271x7995,634,3,215,Electronics
C0317,55,F,22798,Lloydville,2021-10-09,hicksmatthew@example.net,(629)914-9568x9850,659,7,17,Sports
C0318,57,M,14344,South Michaelhaven,2021-06-04,perrymary@example.com,001-276-430-5072,361,3,265,Electronics
C0319,37,M,6846,Westberg,2023-08-04,mosssarah@example.com,431.575.6231x75199,87,2,114,Electronics
C0320,52,F,26229,Nathanmouth,2021-06-29,danielcowan@example.com,(885)720-0481,43,4,292,Fashion
C0321,65,M,31620,Lake Nathanmouth,2023-02-12,padillajessica@example.net,598.261.8614x609,9,2,292,Fashion
C0322,42,M,8559,Josephport,2024-09-07,davismary@example.net,+1-532-260-3335x12666,90,2,48,Electronics
C0323,52,F,14707,New Tiffanymouth,2025-05-07,erich@example.net,793-207-8209x65808,1107,3,307,Home
C0324,42,M,28216,New John,2025-08-07,gmason@example.org,740.864.7332,138,0,97,Fashion
C0325,46,F,50161,Mcculloughview,2024-05-12,morrissara@example.com,001-679-217-2776x4126,218,0,95,Electronics
C0326,35,M,22210,Graymouth,2023-09-26,everettjesse@example.net,(306)680-2918,55,3,326,Fashion
C0327,63,M,16461,Rowlandchester,2024-09-23,yvetteweaver@example.com,+1-266-837-9315x218,125,4,74,Beauty
C0328,35,M,20472,Port Janice,2025-05-31,brian06@example.org,001-842-297-8146x93860,366,6,336,Home
C0329,19,M,38175,Port Michael,2021-08-14,cody74@example.net,001-360-945-6851x496,467,4,68,Home
C0330,52,F,17010,Nicolechester,2021-10-14,mhernandez@example.com,967-472-7926,140,2,246,Home
C0331,33,M,15999,East Lisaport,2023-06-23,dpeck@example.net,377.526.7975x719,29,2,77,Fashion
C0332,58,F,18158,West Markberg,2025-07-18,valenciamichelle@example.net,001-653-911-2837x2810,247,8,208,Electronics
C0333,53,M,15043,South Staceyton,2023-03-11,peter95@example.com,356-521-0119,133,4,254,Electronics
C0334,50,F,23134,West Jack,2025-07-30,stevenjones@example.net,(304)479-4643x774,123,3,221,Beauty
C0335,21,F,42187,Lake Daniel,2023-03-23,yliu@example.net,+1-913-215-4698x03436,1607,1,262,Sports
C0336,50,F,25065,Romeroton,2020-10-11,nfuentes@example.org,611-970-0359x6022,478,2,331,Fashion
C0337,31,M,19911,Billystad,2021-09-28,jamiecopeland@example.com,9728328313,406,1,344,Electronics
C0338,38,M,19599,Josephtown,2021-02-23,williamyoung@example.com,922.447.3947,268,3,259,Electronics
C0339,65,M,11786,Fieldschester,2023-10-28,josephramsey@example.com,+1-492-459-7406,280,4,308,Fashion
C0340,37,F,31358,Christinemouth,2023-09-30,corteztonya@example.com,(701)431-5928x82196,389,0,74,Home
C0341,25,M,21351,Emilyside,2022-07-28,williamsbenjamin@example.com,543-812-5383x79202,46075,93,125,Electronics
C0342,24,F,20492,East Karenview,2023-05-11,amartinez@example.com,745.861.4695x97117,605,5,188,Sports
C0343,20,F,79003,Hernandezchester,2025-04-29,rebecca53@example.net,686-943-7779x1086,94,5,254,Fashion
C0344,34,M,24822,South Patricktown,2021-01-27,scottsimmons@example.org,853.568.7367x56943,10395,62,321,Sports
C0345,50,F,16305,New Dustinbury,2022-04-27,westelizabeth@example.com,335-319-4322x914,265,1,308,Beauty
C0346,65,M,18572,Lake Alexborough,2022-09-18,istokes@example.net,+1-434-214-8798,1022,3,235,Beauty
C0347,29,M,34869,North Jenniferfurt,2024-11-01,patricia03@example.com,749.911.4857x961,499,2,250,Home
C0348,68,F,23047,Port Frederickland,2021-09-08,grosszachary@example.net,001-245-281-4918,380,5,332,Home
C0349,39,F,12390,New Amyville,2021-07-24,caldwellroger@example.com,(848)358-3917,61,1,345,Home
C0350,39,F,31814,Carolshire,2024-01-03,chadduncan@example.com,289.246.1657,465,3,72,Home
C0351,63,M,16860,Millershire,2025-06-13,garciaamanda@example.org,267-959-5508x2523,62,3,235,Home
C0352,47,M,46598,Perryland,2023-04-02,rreed@example.net,+1-242-445-5937x37875,205,4,324,Sports
C0353,55,F,33928,Franklinview,2025-01-16,lopezscott@example.com,826.287.9559,77,2,156,Home
C0354,55,F,18417,Josephberg,2021-09-21,hdavis@example.org,+1-898-503-2165,588,2,115,Beauty
C0355,62,F,36768,North Tylershire,2021-01-27,georgeamanda@example.net,425-909-7127x7169,115,1,313,Beauty
C0356,68,M,22632,East Billy,2021-01-12,racheltorres@example.org,(817)885-6103x9942,248,0,228,Electronics
C0357,25,F,30980,North Danielshire,2021-10-09,fmorgan@example.net,(907)535-2160x81016,1130,2,322,Electronics
C0358,44,M,26739,Lake Gregory,2025-05-08,joylopez@example.org,+1-948-792-1065,114,2,346,Fashion
C0359,44,M,15700,Kristinashire,2020-08-29,colemanshawn@example.com,+1-367-419-9066,354,1,245,Fashion
C0360,51,F,17027,South Richardchester,2025-06-01,mooresamantha@example.net,493.510.6529,271,5,306,Beauty
C0361,38,M,33255,South Larryland,2022-02-17,ugarner@example.org,+1-281-270-7806x190,9,7,14,Fashion
C0362,47,F,19265,New Matthew,2021-07-05,vscott@example.org,+1-890-750-7365x19282,786,2,16,Home
C0363,50,M,18742,Carloshaven,2023-12-23,richardpaul@example.net,6775174605,35,2,42,Fashion
C0364,45,M,15032,West Cynthiahaven,2022-10-10,christophercarter@example.com,+1-605-869-1546x2421,321,2,110,Electronics
C0365,64,F,26093,Port Stephen,2023-04-16,russell51@example.org,(396)686-7575x74961,411,1,278,Home
C0366,50,F,50262,New Cheryltown,2023-05-04,hkeller@example.com,(282)390-1052,495,2,324,Beauty
C0367,22,F,14371,Davidhaven,2022-02-11,walterstevenson@example.org,823.496.6093x7216,583,2,19,Electronics
C0368,65,F,22240,East Sarah,2020-12-06,guerreromelissa@example.com,260.757.4182x45460,146,5,66,Home
C0369,36,F,38750,Vasquezbury,2023-10-07,ashleysmith@example.org,(265)892-6713,5,0,167,Home
C0370,21,F,21335,Williamsburgh,2024-07-22,alexandersteven@example.net,242.440.1490x32160,642,3,73,Electronics
C0371,52,F,26395,Port Tiffany,2023-04-11,martinezkelly@example.org,(322)983-4056,383,2,310,Electronics
C0372,66,M,14400,South Mark,2025-01-01,vbennett@example.net,499-256-9895x0683,904,5,112,Sports
C0373,34,F,26142,New Christopher,2021-10-18,bcox@example.net,+1-291-304-3862,861,3,274,Fashion
C0374,61,M,20437,New Courtney,2022-08-11,jcox@example.org,+1-300-300-6881x07857,926,5,85,Electronics
C0375,45,Other,32672,Port Morgan,2021-11-08,anthony22@example.net,+1-496-906-1910,331,6,139,Electronics
C0376,47,F,35417,Jasonmouth,2021-04-17,jperez@example.com,767.274.4254x9018,202,3,39,Home
C0377,46,M,62058,Port Valerie,2025-02-06,phyllisjuarez@example.net,431-539-9547x744,784,5,105,Home
C0378,63,F,27773,South Maria,2022-11-01,zacharysullivan@example.net,341-247-9261x308,300,2,324,Home
C0379,23,F,25092,Hinesborough,2023-03-03,ecook@example.net,2265892814,101,0,281,Electronics
C0380,52,M,23807,New Kimshire,2025-04-27,brucejackson@example.org,001-747-334-8909x43922,965,6,123,Beauty
C0381,58,F,19124,South Tanya,2022-05-05,rjohnson@example.com,9873714667,1070,5,218,Fashion
C0382,54,F,25220,Rebeccahaven,2022-04-18,trujillocynthia@example.com,+1-525-736-9011x717,313,3,61,Fashion
C0383,41,M,19571,Mathewside,2024-03-05,levykayla@example.org,(983)522-9201x080,39,6,100,Fashion
C0384,46,F,23561,Christopherland,2021-06-09,savagekimberly@example.com,(783)956-6475x26300,245,3,307,Fashion
C0385,66,M,37310,Angelatown,2022-04-02,josephjefferson@example.com,758.629.4558,813,1,354,Beauty
C0386,63,F,14726,Sanchezfort,2025-02-26,delacruzian@example.org,+1-830-432-8734x451,1160,0,204,Sports
C0387,48,F,34750,Alisonview,2024-05-08,annadaniels@example.com,415-792-5084,113,2,258,Fashion
C0388,52,F,37303,Gordonland,2023-09-08,rjones@example.net,001-242-941-5976,34,2,5,Beauty
C0389,50,M,21010,Port Brian,2023-07-23,julie76@example.net,+1-489-618-4587x38779,26603,79,197,Beauty
C0390,69,F,9426,Millerfurt,2025-05-04,amandabaxter@example.org,001-753-489-4542,246,5,180,Sports
C0391,38,F,17272,Seanshire,2025-07-11,jamesfernandez@example.net,(329)250-7124x313,390,1,342,Electronics
C0392,49,M,37004,North Mirandaborough,2020-11-15,ogould@example.com,+1-371-844-9324x64827,1722,4,133,Home
C0393,40,F,21825,North Donna,2020-08-25,matthew66@example.net,001-571-396-5009x03455,34,3,324,Electronics
C0394,50,M,14768,Kingborough,2021-10-31,ann85@example.org,(579)909-0391x748,522,2,253,Beauty
C0395,20,F,17999,East Randallton,2020-11-19,carrollstephanie@example.com,559.660.9074,38,3,265,Electronics
C0396,35,M,30830,Port Petershire,2024-04-16,adam43@example.com,(974)650-6110x76051,235,2,93,Home
C0397,42,M,27410,East Melindaborough,2024-12-03,rosetimothy@example.com,498.909.3384x3635,814,3,150,Fashion
C0398,59,M,20018,Snyderhaven,2024-03-01,erikawhite@example.org,958-711-6681x596,284,5,138,Fashion
C0399,48,F,19020,Ebonyshire,2024-01-22,eileenperez@example.com,825.525.6248x581,2935,2,208,Home
C0400,20,M,18831,East Brian,2021-12-22,tranlee@example.com,254-878-8728,409,5,125,Beauty
C0401,57,F,15230,East Hannah,2025-06-14,ruthadams@example.org,+1-769-420-4109x6629,193,1,234,Home
C0402,63,M,42030,Collinside,2024-10-19,tammyjones@example.com,001-561-872-4111x8534,124,0,61,Beauty
C0403,41,M,19362,East Seth,2022-10-26,gracesimon@example.net,+1-460-709-0347x203,215,4,307,Electronics
C0404,67,F,35841,Port Kennethbury,2024-12-13,jennifer22@example.com,001-252-254-7755x169,233,6,266,Fashion
C0405,49,F,40478,New Sara,2023-03-01,rodriguezashley@example.net,949-700-9755x84280,31442,93,134,Fashion
C0406,64,M,32837,Port Rachelborough,2021-06-20,davidfox@example.org,3052458858,230,3,318,Electronics
C0407,39,F,18533,South Stephenburgh,2024-08-21,mitchell60@example.net,+1-653-242-4821x68289,312,5,113,Home
C0408,40,F,25886,Rollinsland,2022-12-22,scotthill@example.org,001-321-293-5810x072,641,2,191,Home
C0409,19,F,21814,Whiteview,2022-04-08,kaitlyngarcia@example.net,001-262-544-1680,534,2,187,Home
C0410,44,M,15344,West Gregoryberg,2023-08-26,yoderjacob@example.net,+1-776-258-2993x28552,616,2,319,Home
C0411,59,M,25077,North Victoriaberg,2022-03-05,jamie52@example.com,+1-410-947-5359x4760,4,4,89,Home
C0412,19,F,13744,New Misty,2024-06-09,colleensantos@example.org,888.230.2175x862,18539,73,187,Electronics
C0413,43,M,35421,Hornstad,2024-05-31,rachelhayes@example.com,001-683-940-2880x1041,541,5,307,Electronics
C0414,34,F,18290,Wangside,2022-04-29,torreswayne@example.com,+1-742-872-7518x215,330,2,132,Home
C0415,57,F,23872,Mccarthyland,2021-02-07,coreyfrazier@example.com,(672)761-3560,2,2,360,Electronics
C0416,50,F,24669,Hawkinsberg,2021-04-28,lhuang@example.org,+1-356-560-4427x33899,816,3,123,Electronics
C0417,26,F,19859,Vanessaborough,2021-11-11,barnettdaniel@example.net,(786)596-6281,740,3,48,Fashion
C0418,60,Other,27852,Josephview,2021-04-30,edwardmartinez@example.com,001-306-250-7710x3686,397,4,288,Home
C0419,65,M,18215,Samanthahaven,2021-02-27,melissa02@example.org,+1-216-556-2366x36124,34,1,179,Fashion
C0420,56,F,31210,Petersonmouth,2022-01-22,heathereverett@example.net,+1-458-384-4785x965,727,0,180,Home
C0421,46,M,12856,Burnsfurt,2025-05-13,burnskyle@example.com,(731)348-6591,438,1,99,Home
C0422,59,M,23168,Lake Carlosmouth,2021-12-15,pcortez@example.com,(810)463-8317x5902,761,4,330,Fashion
C0423,43,F,47837,North Cynthiaberg,2021-09-13,stevewhite@example.net,001-937-331-0147x5402,696,3,34,Beauty
C0424,52,F,14762,North Nicolestad,2021-07-05,mpena@example.org,450.754.3334,812,4,70,Home
C0425,67,Other,16796,West Arthur,2025-04-11,janet66@example.net,001-922-530-3926x1107,364,1,171,Home
C0426,42,F,27053,New James,2023-02-26,taylortyler@example.org,330.287.4272x381,75,5,272,Home
C0427,41,M,23666,Joelshire,2020-11-30,vanessa28@example.org,+1-741-295-2680x18768,556,3,59,Electronics
C0428,30,M,25342,North Jeffrey,2023-02-11,melissa48@example.com,+1-733-706-9383x476,484,4,181,Home
C0429,24,F,26787,Lake Jennifer,2025-01-28,ortizcourtney@example.com,6534829605,28702,68,19,Fashion
C0430,53,M,28392,Amandabury,2025-05-08,richardvargas@example.net,(409)716-7301x201,93,4,226,Sports
C0431,62,M,34333,North Dwayne,2021-04-05,kbrady@example.org,512-247-2090,38988,63,95,Beauty
C0432,37,M,25950,New Mariahaven,2021-09-22,sherrycampbell@example.com,(262)513-8372,1105,4,297,Home
C0433,18,M,20000,West Paulview,2023-11-25,oreid@example.org,256-568-6052,693,3,81,Electronics
C0434,25,M,28825,South Brian,2025-06-02,williamsjeffrey@example.net,(599)571-8446x173,1194,2,175,Electronics
C0435,63,M,47096,Raymouth,2021-05-13,dawsonrachel@example.net,+1-370-538-7452x30250,710,5,222,Fashion
C0436,33,M,20888,East Jamesfurt,2023-01-19,samanthawilliams@example.net,001-225-712-5819x1391,454,4,103,Fashion
C0437,31,M,14915,Russellchester,2023-04-02,robertwilliams@example.com,893.805.9324,530,3,54,Electronics
C0438,29,Other,34297,Morganland,2024-08-15,qgonzalez@example.com,927-273-2622x67343,1099,4,183,Fashion
C0439,68,M,20990,Cynthiamouth,2023-10-22,roywesley@example.com,001-931-660-1487x298,432,4,351,Electronics
C0440,40,M,9236,Christianhaven,2021-02-28,brownjoseph@example.net,+1-423-966-1540,500,3,318,Sports
C0441,32,F,30914,South William,2021-03-30,peckshannon@example.net,478-984-4459x90270,85,1,355,Electronics
C0442,45,M,17780,East Charlesstad,2024-10-13,batescharles@example.org,001-948-856-6652x732,321,2,349,Sports
C0443,51,F,21243,Isaacview,2024-06-21,shafferbryan@example.net,+1-230-219-8448,630,0,321,Sports
C0444,19,F,25154,Friedmanbury,2021-06-08,wilsonkyle@example.org,001-457-382-2841,158,4,68,Fashion
C0445,49,M,23770,Kevinburgh,2024-03-27,brianna08@example.net,001-883-404-9167x906,15644,90,28,Home
C0446,40,M,29254,Meganmouth,2022-06-05,johnreeves@example.org,001-454-898-0017x44841,188,5,274,Fashion
C0447,39,F,18505,Phillipstown,2023-03-16,fischerheidi@example.net,+1-260-316-7497x0423,138,1,282,Home
C0448,68,F,27044,Salazarmouth,2021-12-22,iburke@example.org,400.532.1641x9870,120,4,360,Fashion
C0449,42,M,19854,Port Kimberlystad,2024-11-22,longjason@example.com,(382)894-7402,276,1,311,Fashion
C0450,39,F,29599,South David,2022-09-24,erica68@example.org,(624)401-5271x105,1192,6,119,Home
C0451,39,M,28173,Annaside,2021-08-03,ilawson@example.com,001-243-815-0099x05996,353,4,134,Fashion
C0452,66,Other,15151,Castilloshire,2024-07-19,bonnie60@example.net,001-269-736-0023x66118,104,1,129,Home
C0453,69,M,34009,Oneillborough,2025-05-25,steven32@example.net,3755885716,40,3,8,Electronics
C0454,59,F,17776,Edwardsbury,2022-02-23,nathanielmunoz@example.org,(770)271-1478x4752,595,3,51,Fashion
C0455,23,F,30431,Kellyland,2022-08-04,urowe@example.org,001-541-651-9280x7762,241,4,341,Electronics
C0456,32,F,25512,South Charlesberg,2023-09-06,christensentimothy@example.com,+1-820-935-2614,862,2,281,Electronics
C0457,60,F,45948,Port Margaret,2024-05-30,stephanienewton@example.net,+1-288-942-0796,538,4,175,Electronics
C0458,54,M,20143,West Tyler,2024-07-12,perrymonica@example.net,5068761869,795,3,183,Electronics
C0459,50,M,19154,East Hector,2022-01-11,daniel02@example.org,001-803-922-1849x0946,158,3,192,Electronics
C0460,25,M,21856,Danielhaven,2024-12-12,jared11@example.com,467.601.0624x552,589,2,249,Beauty
C0461,61,M,19510,Jeffreyburgh,2024-08-06,asanders@example.net,963.236.1639,153,4,235,Electronics
C0462,61,F,30332,Sheachester,2021-06-11,uortiz@example.com,270.920.8927x4432,1399,3,83,Home
C0463,22,M,11538,Pamelaburgh,2022-11-04,sandra28@example.org,3213071403,505,1,93,Electronics
C0464,56,M,14451,Michellechester,2023-02-11,schmidtphillip@example.net,339.513.1272x587,196,1,312,Beauty
C0465,21,F,14369,Julieborough,2025-02-08,zramirez@example.net,678-530-1249x36136,157,2,268,Fashion
C0466,23,F,32212,West Robinport,2024-06-20,htran@example.net,(691)310-3217x27134,105,2,120,Fashion
C0467,62,F,43662,Victoriaton,2022-07-18,jessesandoval@example.com,434.824.7593x763,34005,74,71,Fashion
C0468,49,Other,21125,New Ellen,2022-10-10,courtneyjohnson@example.com,963-369-2012x9723,123,6,17,Fashion
C0469,69,M,20588,West Donnaton,2023-05-16,marisaponce@example.org,221-790-7442,452,2,253,Home
C0470,47,M,22652,North Dwayneburgh,2024-02-18,robinsondale@example.org,370-271-9751,153,5,122,Electronics
C0471,64,F,35057,South Christopherburgh,2023-04-24,kennethstokes@example.org,+1-424-886-2009,542,7,10,Sports
C0472,52,F,15200,Grayton,2023-11-30,holderbrian@example.org,545.237.8767,843,5,287,Fashion
C0473,57,M,24230,New Erica,2022-11-12,fosborne@example.com,(402)349-5919x6246,752,4,316,Fashion
C0474,69,F,32535,Rachaelland,2021-11-09,halllisa@example.com,838-799-4289,715,3,326,Home
C0475,33,M,26914,Lopezside,2020-09-24,brian56@example.org,234-526-9013x0746,103,4,273,Fashion
C0476,30,M,23761,Michaelview,2024-10-13,galvanrobert@example.net,698.256.8107x380,36250,96,306,Beauty
C0477,67,F,32873,West Daniel,2021-08-29,rachel14@example.net,001-292-694-0718x696,600,2,293,Fashion
C0478,59,F,7470,South Angela,2022-03-22,crystal33@example.org,515-298-7390,229,4,210,Home
C0479,47,F,28887,North Marilynview,2023-11-07,skinnerstephen@example.net,719.722.2874,283,1,218,Electronics
C0480,36,M,16955,Johnstad,2023-07-11,wallen@example.net,+1-298-209-1375,15,4,241,Beauty
C0481,34,F,10590,North Jenniferfort,2024-01-03,joyce14@example.net,2539550357,150,6,200,Home
C0482,36,M,27024,Port Melissa,2023-11-25,jessica16@example.com,+1-417-646-6641x7088,17,3,216,Electronics
C0483,45,M,38156,Hendrixside,2023-10-11,katherine66@example.net,677.524.9259x0516,1056,1,205,Electronics
C0484,43,F,20848,Joshuashire,2022-02-24,ymiller@example.org,422-924-8181x07383,139,2,216,Fashion
C0485,54,F,32246,Lake Darlenehaven,2022-07-29,montoyashannon@example.com,479.512.1790x3876,407,4,80,Sports
C0486,43,F,41978,Rodriguezland,2025-01-31,michellebrown@example.com,766.385.2866x2416,19,3,267,Electronics
C0487,40,F,37270,Port Karen,2022-02-28,erichouston@example.org,(937)761-9658,549,1,35,Fashion
C0488,26,F,42445,West Ryan,2021-07-03,davidnash@example.com,+1-812-561-2412x75199,195,7,289,Electronics
C0489,29,F,29639,Carterside,2025-05-12,erinhart@example.org,+1-228-396-3034,1140,2,18,Fashion
C0490,18,M,22701,Lisaberg,2021-06-21,cwilkins@example.com,711-275-6277x00928,37724,98,165,Home
C0491,18,M,11605,Bryantview,2020-10-20,sullivanlauren@example.com,482.797.8359x376,196,6,13,Sports
C0492,64,M,19961,West Richardville,2022-01-26,gmalone@example.org,+1-298-262-5570,1156,1,202,Fashion
C0493,51,M,15720,New Travis,2021-09-18,cookedavid@example.net,+1-728-679-4580x6002,2780,0,229,Beauty
C0494,49,F,52489,Port Brandyside,2021-12-05,heather44@example.net,374-745-5214x23392,872,2,346,Fashion
C0495,65,F,20530,West Gary,2024-03-31,john90@example.org,406.866.8180x31086,931,3,1,Electronics
C0496,42,M,23139,Estradaberg,2020-12-05,jerome65@example.com,835.257.1407,143,5,319,Fashion
C0497,57,M,27462,Lisamouth,2024-03-13,khorn@example.com,(574)614-6440,429,0,217,Home
C0498,62,F,22413,Troyberg,2024-01-05,rose97@example.net,7573425541,34,0,34,Sports
C0499,18,M,43391,New Wesleyside,2024-08-03,angelawalters@example.org,001-854-582-5816x4389,49,3,359,Beauty
C0500,33,F,17170,South Erinview,2020-10-12,zjackson@example.com,681-847-1325,3402,4,266,Electronics
C0501,56,F,23809,New Wayneside,2022-04-26,laurie67@example.org,+1-884-445-7006x40601,197,3,128,Electronics
C0502,22,F,16366,Anitastad,2024-11-30,wallnicole@example.org,001-925-503-8686,689,4,212,Electronics
C0503,39,F,12990,Wagnerberg,2021-08-09,velezkelsey@example.net,+1-836-256-0509x9586,821,3,263,Sports
C0504,46,F,17245,Randyhaven,2025-02-28,rperez@example.org,783-385-4057x150,976,5,312,Beauty
C0505,20,M,21702,Michelleview,2023-01-11,xchandler@example.net,586-931-0648x203,3022,6,80,Beauty
